,Trigram,Count,Frequency
344,неб,1,0.0011074197120708748
345,ебі,1,0.0011074197120708748
346,"бі
",1,0.0011074197120708748
347,"і
Х",2,0.0022148394241417496
348,"
Хо",1,0.0011074197120708748
349,Ход,1,0.0011074197120708748
350,оди,2,0.0022148394241417496
351,дит,1,0.0011074197120708748
352,ить,2,0.0022148394241417496
353,ь ї,1,0.0011074197120708748
354, їх,2,0.0022148394241417496
355,їх ,2,0.0022148394241417496
356,х д,1,0.0011074197120708748
357, до,1,0.0011074197120708748
358,до ,1,0.0011074197120708748
359,о б,1,0.0011074197120708748
360, бі,1,0.0011074197120708748
361,біс,1,0.0011074197120708748
362,іса,1,0.0011074197120708748
363,са ,1,0.0011074197120708748
364,а з,1,0.0011074197120708748
365, зе,1,0.0011074197120708748
366,зем,1,0.0011074197120708748
367,емл,1,0.0011074197120708748
368,млі,1,0.0011074197120708748
369,"і
Б",1,0.0011074197120708748
370,"
Ба",1,0.0011074197120708748
371,Бач,1,0.0011074197120708748
372,ачи,1,0.0011074197120708748
373,чиш,1,0.0011074197120708748
374,иш ,1,0.0011074197120708748
375,ш з,1,0.0011074197120708748
376,ним,1,0.0011074197120708748
377,ими,1,0.0011074197120708748
378,ми ,1,0.0011074197120708748
379,и щ,1,0.0011074197120708748
380, що,1,0.0011074197120708748
381,щог,1,0.0011074197120708748
382,ого,1,0.0011074197120708748
383,год,1,0.0011074197120708748
384,дин,1,0.0011074197120708748
385,ини,1,0.0011074197120708748
386,ни ,1,0.0011074197120708748
387,и б,2,0.0022148394241417496
388, бю,1,0.0011074197120708748
389,бюс,1,0.0011074197120708748
390,юся,2,0.0022148394241417496
391,"ся
",2,0.0022148394241417496
392,"я
Ч",1,0.0011074197120708748
393,"
Чу",1,0.0011074197120708748
394,Чує,1,0.0011074197120708748
395,уєш,1,0.0011074197120708748
396,єш ,1,0.0011074197120708748
397,ш —,1,0.0011074197120708748
398, — ,2,0.0022148394241417496
399,— б,1,0.0011074197120708748
400, би,2,0.0022148394241417496
401,бит,2,0.0022148394241417496
402,итв,3,0.0033222591362126247
403,тви,1,0.0011074197120708748
404,ви ,1,0.0011074197120708748
405,и с,1,0.0011074197120708748
406, сп,1,0.0011074197120708748
407,спо,1,0.0011074197120708748
408,пок,1,0.0011074197120708748
409,кон,1,0.0011074197120708748
410,онв,1,0.0011074197120708748
411,нві,1,0.0011074197120708748
412,віч,1,0.0011074197120708748
413,ічн,1,0.0011074197120708748
414,чни,1,0.0011074197120708748
415,ний,1,0.0011074197120708748
416,ий ,1,0.0011074197120708748
417,й г,1,0.0011074197120708748
418, гр,1,0.0011074197120708748
419,грю,1,0.0011074197120708748
420,рюк,1,0.0011074197120708748
421,"юк
",1,0.0011074197120708748
422,"к
Я",1,0.0011074197120708748
423,"
Як",1,0.0011074197120708748
424,Як ,1,0.0011074197120708748
425,к ж,1,0.0011074197120708748
426, же,1,0.0011074197120708748
427,же ,1,0.0011074197120708748
428,е я,1,0.0011074197120708748
429,я б,1,0.0011074197120708748
430, бе,2,0.0022148394241417496
431,без,2,0.0022148394241417496
432,ез ,3,0.0033222591362126247
433,з д,1,0.0011074197120708748
434, др,1,0.0011074197120708748
435,зів,1,0.0011074197120708748
436,в о,1,0.0011074197120708748
437, об,2,0.0022148394241417496
438,обі,2,0.0022148394241417496
439,бій,1,0.0011074197120708748
440,йду,1,0.0011074197120708748
441,дус,1,0.0011074197120708748
442,уся,1,0.0011074197120708748
443,"я
Б",1,0.0011074197120708748
444,"
Бе",1,0.0011074197120708748
445,Без,1,0.0011074197120708748
446,з л,1,0.0011074197120708748
447, ло,1,0.0011074197120708748
448,лоб,1,0.0011074197120708748
449,бів,1,0.0011074197120708748
450,в ї,1,0.0011074197120708748
451,х б,1,0.0011074197120708748
452,з о,1,0.0011074197120708748
453, оч,1,0.0011074197120708748
454,оче,1,0.0011074197120708748
455,чей,1,0.0011074197120708748
456,ей ,1,0.0011074197120708748
457,й і,1,0.0011074197120708748
458,і р,1,0.0011074197120708748
459, ру,1,0.0011074197120708748
460,рук,1,0.0011074197120708748
461,"ук
",1,0.0011074197120708748
462,"к
У",1,0.0011074197120708748
463, ти,1,0.0011074197120708748
464,и м,2,0.0022148394241417496
465, мо,4,0.004429678848283499
466,моя,2,0.0022148394241417496
467,оя ,2,0.0022148394241417496
468,мол,1,0.0011074197120708748
469,оли,2,0.0022148394241417496
470,лит,1,0.0011074197120708748
471,тва,2,0.0022148394241417496
472,"а
Т",1,0.0011074197120708748
473,"
Ти",1,0.0011074197120708748
474,я р,1,0.0011074197120708748
475,роз,1,0.0011074197120708748
476,озп,1,0.0011074197120708748
477,зпу,1,0.0011074197120708748
478,пук,1,0.0011074197120708748
479,ка ,1,0.0011074197120708748
480,а в,1,0.0011074197120708748
481, ві,1,0.0011074197120708748
482,іко,1,0.0011074197120708748
483,ков,2,0.0022148394241417496
484,ова,1,0.0011074197120708748
485,"а
Г",1,0.0011074197120708748
486,"
Гр",1,0.0011074197120708748
487,Гри,1,0.0011074197120708748
488,рим,1,0.0011074197120708748
489,имо,1,0.0011074197120708748
490,оти,1,0.0011074197120708748
491,тит,1,0.0011074197120708748
492,ад ,1,0.0011074197120708748
493,д с,1,0.0011074197120708748
494,сві,1,0.0011074197120708748
495,віт,1,0.0011074197120708748
496,іто,1,0.0011074197120708748
497,том,1,0.0011074197120708748
498,м л,1,0.0011074197120708748
499, лю,1,0.0011074197120708748
500,лют,1,0.0011074197120708748
501,юта,1,0.0011074197120708748
502,а б,1,0.0011074197120708748
503,"
За",1,0.0011074197120708748
504,За ,1,0.0011074197120708748
505,а т,2,0.0022148394241417496
506,воє,2,0.0022148394241417496
507,оє ,2,0.0022148394241417496
508,є ж,1,0.0011074197120708748
509,жит,1,0.0011074197120708748
510,итт,1,0.0011074197120708748
511,ття,1,0.0011074197120708748
512,тя ,1,0.0011074197120708748
513,я т,1,0.0011074197120708748
514,ї п,1,0.0011074197120708748
515,ава,1,0.0011074197120708748
516,"а
Р",1,0.0011074197120708748
517,"
Ра",2,0.0022148394241417496
518,Рад,2,0.0022148394241417496
519,ди ,2,0.0022148394241417496
520,и т,2,0.0022148394241417496
521, пе,1,0.0011074197120708748
522,пер,1,0.0011074197120708748
523,ерл,1,0.0011074197120708748
524,рли,1,0.0011074197120708748
525,ли ,2,0.0022148394241417496
526,и в,1,0.0011074197120708748
527, в ,1,0.0011074197120708748
528,в д,1,0.0011074197120708748
529, ду,1,0.0011074197120708748
530,душ,1,0.0011074197120708748
531,ушу,1,0.0011074197120708748
532,шу ,1,0.0011074197120708748
533,у с,1,0.0011074197120708748
534, сі,1,0.0011074197120708748
535,сію,1,0.0011074197120708748
536,"ію
",1,0.0011074197120708748
537,"ю
Р",1,0.0011074197120708748
538,е м,1,0.0011074197120708748
539, ми,1,0.0011074197120708748
540,мис,1,0.0011074197120708748
541,исл,1,0.0011074197120708748
542,слю,1,0.0011074197120708748
543,лю ,1,0.0011074197120708748
544,ю і,1,0.0011074197120708748
545,вор,2,0.0022148394241417496
546,орю,2,0.0022148394241417496
547,"рю
",2,0.0022148394241417496
548,"ю
Х",2,0.0022148394241417496
549,"
Ха",3,0.0033222591362126247
550,Хай,3,0.0033222591362126247
551,й м,1,0.0011074197120708748
552,мов,1,0.0011074197120708748
553,овч,1,0.0011074197120708748
554,вча,1,0.0011074197120708748
555,чат,2,0.0022148394241417496
556,ать,2,0.0022148394241417496
557,ь А,1,0.0011074197120708748
558, Ам,1,0.0011074197120708748
559,Аме,1,0.0011074197120708748
560,мер,1,0.0011074197120708748
561,ери,1,0.0011074197120708748
562,рик,1,0.0011074197120708748
563,ики,1,0.0011074197120708748
564,ки ,1,0.0011074197120708748
565,и й,1,0.0011074197120708748
566,й Р,1,0.0011074197120708748
567, Ро,1,0.0011074197120708748
568,Рос,1,0.0011074197120708748
569,осі,1,0.0011074197120708748
570,сії,1,0.0011074197120708748
571,"ії
",1,0.0011074197120708748
572,"ї
К",1,0.0011074197120708748
573,"
Ко",1,0.0011074197120708748
574,Кол,1,0.0011074197120708748
575,и я,1,0.0011074197120708748
576,я з,1,0.0011074197120708748
577,з т,1,0.0011074197120708748
578, то,1,0.0011074197120708748
579,тоб,1,0.0011074197120708748
580,обо,1,0.0011074197120708748
581,бою,1,0.0011074197120708748
582,ою ,2,0.0022148394241417496
583,ю г,1,0.0011074197120708748
584,гов,1,0.0011074197120708748
585,ово,1,0.0011074197120708748
586, па,1,0.0011074197120708748
587,пал,1,0.0011074197120708748
588,ала,1,0.0011074197120708748
589,лаю,1,0.0011074197120708748
590,ают,1,0.0011074197120708748
591,ь х,1,0.0011074197120708748
592, хм,1,0.0011074197120708748
593,хма,1,0.0011074197120708748
594,мар,1,0.0011074197120708748
595,ари,1,0.0011074197120708748
596,ри ,1,0.0011074197120708748
597,бур,1,0.0011074197120708748
598,уря,1,0.0011074197120708748
599,ряк,1,0.0011074197120708748
600,яко,1,0.0011074197120708748
601,й с,1,0.0011074197120708748
602,сич,1,0.0011074197120708748
603,ича,1,0.0011074197120708748
604,ь о,1,0.0011074197120708748
605,обр,1,0.0011074197120708748
606,бра,1,0.0011074197120708748
607,раз,1,0.0011074197120708748
608,ази,1,0.0011074197120708748
609,зи ,1,0.0011074197120708748
610,и —,1,0.0011074197120708748
611,— в,1,0.0011074197120708748
612,все,1,0.0011074197120708748
613,се ,1,0.0011074197120708748
614,е о,1,0.0011074197120708748
615, од,1,0.0011074197120708748
616,одн,1,0.0011074197120708748
617,дно,1,0.0011074197120708748
618,"но
",2,0.0022148394241417496
619,"о
Я",1,0.0011074197120708748
620,"
Я ",1,0.0011074197120708748
621,Я п,1,0.0011074197120708748
622,рол,1,0.0011074197120708748
623,олл,1,0.0011074197120708748
624,ллю,1,0.0011074197120708748
625,люс,1,0.0011074197120708748
626,я к,1,0.0011074197120708748
627, кр,2,0.0022148394241417496
628,рап,1,0.0011074197120708748
629,апе,1,0.0011074197120708748
630,пел,1,0.0011074197120708748
631,ель,1,0.0011074197120708748
632,льк,1,0.0011074197120708748
633,ько,1,0.0011074197120708748
634,кою,1,0.0011074197120708748
635,ю к,1,0.0011074197120708748
636,кро,1,0.0011074197120708748
637,ров,1,0.0011074197120708748
638,"і
Н",1,0.0011074197120708748
639,"
На",1,0.0011074197120708748
640,На ,1,0.0011074197120708748
641,є с,1,0.0011074197120708748
642,вящ,1,0.0011074197120708748
643,яще,1,0.0011074197120708748
644,щен,1,0.0011074197120708748
645,енн,1,0.0011074197120708748
646,нне,1,0.0011074197120708748
647, зн,1,0.0011074197120708748
648,зна,1,0.0011074197120708748
649,нам,1,0.0011074197120708748
650,аме,1,0.0011074197120708748
651,ено,1,0.0011074197120708748
652,"о
",1,0.0011074197120708748
653,"
",1,0.0011074197120708748
