,Bigram,Count,Frequency
166, л,45,0.0031223980016652788
167,ла,72,0.004995836802664446
168,мп,4,0.0002775464890369137
169,пі,20,0.0013877324451845685
170, ш,10,0.0006938662225922842
171,ши,16,0.0011101859561476548
172,ок,28,0.0019428254232583958
173,им,58,0.004024424091035248
174,рт,13,0.0009020260893699694
175,ба,26,0.0018040521787399389
176,аж,8,0.0005550929780738274
177,ур,6,0.00041631973355537054
178,ли,83,0.005759089647515959
179,ха,42,0.0029142381348875937
180,ат,57,0.00395503746877602
181,ва,40,0.002775464890369137
182,рх,1,6.938662225922843e-05
183,хи,4,0.0002775464890369137
184,  ,17,0.0011795725784068832
185,вг,6,0.00041631973355537054
186,ор,49,0.0033999444907021927
187,те,51,0.0035387177352206494
188,ем,13,0.0009020260893699694
189,мн,9,0.0006244796003330558
190,ох,10,0.0006938662225922842
191,хм,2,0.00013877324451845685
192,жк,5,0.0003469331112961421
193,за,61,0.004232583957812934
194,тл,7,0.00048570635581459895
195,ло,83,0.005759089647515959
196, і,69,0.004787676935886761
197,із,24,0.0016652789342214821
198,яс,2,0.00013877324451845685
199,сн,13,0.0009020260893699694
200,бл,26,0.0018040521787399389
201,ск,22,0.0015265056897030252
202,сі,9,0.0006244796003330558
203,ті,43,0.002983624757146822
204,ей,6,0.00041631973355537054
205, П,5,0.0003469331112961421
206,По,5,0.0003469331112961421
207,ос,61,0.004232583957812934
208,сл,21,0.0014571190674437969
209,ан,31,0.002150985290036081
210,ку,43,0.002983624757146822
211,тц,1,6.938662225922843e-05
212,ці,16,0.0011101859561476548
213, й,41,0.0028448515126283653
214,рк,3,0.00020815986677768527
215,іж,12,0.0008326394671107411
216, З,4,0.0002775464890369137
217,За,2,0.00013877324451845685
218,чо,17,0.0011795725784068832
219,рн,10,0.0006938662225922842
220,ік,14,0.0009714127116291979
221,кн,9,0.0006244796003330558
222,ле,51,0.0035387177352206494
223,еж,10,0.0006938662225922842
224,жи,27,0.0018734388009991674
225,т ,23,0.0015958923119622536
226,оп,13,0.0009020260893699694
227,пл,19,0.00131834582292534
228,чч,3,0.00020815986677768527
229,чю,2,0.00013877324451845685
230,та,65,0.004510130446849847
231,ме,69,0.004787676935886761
232,аю,51,0.0035387177352206494
233,ют,18,0.0012489592006661116
234,ля,18,0.0012489592006661116
235,де,18,0.0012489592006661116
236,ев,13,0.0009020260893699694
237,до,39,0.0027060782681099086
238,аз,9,0.0006244796003330558
239,зо,8,0.0005550929780738274
240,єю,1,6.938662225922843e-05
241,уг,7,0.00048570635581459895
242,ої,30,0.0020815986677768525
243,їм,6,0.00041631973355537054
244,жа,9,0.0006244796003330558
245,ах,13,0.0009020260893699694
246,Ме,2,0.00013877324451845685
247,ус,15,0.0010407993338884263
248,се,47,0.003261171246183736
249,мі,26,0.0018040521787399389
250,ча,16,0.0011101859561476548
251,оч,40,0.002775464890369137
252,бр,6,0.00041631973355537054
253, ц,16,0.0011101859561476548
254,лк,4,0.0002775464890369137
255,ол,60,0.004163197335553705
256,ил,29,0.002012212045517624
257,ав,36,0.002497918401332223
258,дя,6,0.00041631973355537054
259,яч,5,0.0003469331112961421
260,вз,3,0.00020815986677768527
261,л ,3,0.00020815986677768527
262, ф,2,0.00013877324451845685
263,фо,1,6.938662225922843e-05
264,от,31,0.002150985290036081
265,гр,18,0.0012489592006661116
266,аф,1,6.938662225922843e-05
267,фі,1,6.938662225922843e-05
268,ію,6,0.00041631973355537054
269, О,9,0.0006244796003330558
270,О ,1,6.938662225922843e-05
271,Те,1,6.938662225922843e-05
272,еп,20,0.0013877324451845685
273,пе,21,0.0014571190674437969
274,р ,12,0.0008326394671107411
275,си,21,0.0014571190674437969
276,чн,6,0.00041631973355537054
277,га,23,0.0015958923119622536
278,йо,11,0.0007632528448515126
279,ую,19,0.00131834582292534
280,кр,33,0.002289758534554538
281,зь,7,0.00048570635581459895
282,ач,27,0.0018734388009991674
283, Ч,7,0.00048570635581459895
284,Чо,4,0.0002775464890369137
285,ак,35,0.0024285317790729948
286,вс,25,0.0017346655564807105
287,ів,13,0.0009020260893699694
288,вч,5,0.0003469331112961421
289,нк,20,0.0013877324451845685
290, ї,30,0.0020815986677768525
291,її,21,0.0014571190674437969
292,ї ,43,0.002983624757146822
293,лі,28,0.0019428254232583958
294,чк,18,0.0012489592006661116
295,яд,6,0.00041631973355537054
296,дн,25,0.0017346655564807105
297,ят,18,0.0012489592006661116
298,уд,18,0.0012489592006661116
299,оз,22,0.0015265056897030252
300,зт,1,6.938662225922843e-05
301,ул,12,0.0008326394671107411
302,лю,16,0.0011101859561476548
303,ює,2,0.00013877324451845685
304,еч,10,0.0006938662225922842
305,уб,6,0.00041631973355537054
306,би,15,0.0010407993338884263
307,От,1,6.938662225922843e-05
308,ма,34,0.0023591451568137664
309,зв,14,0.0009714127116291979
310,ай,9,0.0006244796003330558
311,йн,5,0.0003469331112961421
312,ке,14,0.0009714127116291979
313,ик,31,0.002150985290036081
314,йм,7,0.00048570635581459895
315,пу,6,0.00041631973355537054
316,хк,2,0.00013877324451845685
317,ию,3,0.00020815986677768527
318,са,12,0.0008326394671107411
319,дк,4,0.0002775464890369137
320,кі,20,0.0013877324451845685
321,ір,15,0.0010407993338884263
322,рл,6,0.00041631973355537054
323, С,12,0.0008326394671107411
324,Се,3,0.00020815986677768527
325,рц,9,0.0006244796003330558
326,це,10,0.0006938662225922842
327, К,10,0.0006938662225922842
328,Ко,7,0.00048570635581459895
329,б ,8,0.0005550929780738274
330,шв,2,0.00013877324451845685
331,ид,15,0.0010407993338884263
332,дш,2,0.00013877324451845685
333,ец,4,0.0002775464890369137
334,ць,6,0.00041631973355537054
335,"ь
",4,0.0002775464890369137
336,"
Я",11,0.0007632528448515126
337,лу,28,0.0019428254232583958
338,юс,17,0.0011795725784068832
339, Н,16,0.0011101859561476548
340,На,2,0.00013877324451845685
341,нш,3,0.00020815986677768527
342,ел,21,0.0014571190674437969
343,ук,18,0.0012489592006661116
344,ад,27,0.0018734388009991674
345,іс,21,0.0014571190674437969
346,су,11,0.0007632528448515126
347,нь,13,0.0009020260893699694
348,хт,4,0.0002775464890369137
349,ап,18,0.0012489592006661116
350,пт,5,0.0003469331112961421
351,рв,2,0.00013877324451845685
352,тт,11,0.0007632528448515126
353,тя,19,0.00131834582292534
354,Ні,4,0.0002775464890369137
355,пи,15,0.0010407993338884263
356, У,2,0.00013877324451845685
357,У ,2,0.00013877324451845685
358,ьо,9,0.0006244796003330558
359,зі,7,0.00048570635581459895
360,тх,1,6.938662225922843e-05
361,бє,1,6.938662225922843e-05
362,зн,16,0.0011101859561476548
363, В,20,0.0013877324451845685
364,Во,12,0.0008326394671107411
365,рж,2,0.00013877324451845685
366,їх,7,0.00048570635581459895
367,х ,35,0.0024285317790729948
368,тн,5,0.0003469331112961421
369,нє,2,0.00013877324451845685
370,иб,3,0.00020815986677768527
371,зп,4,0.0002775464890369137
372,гн,6,0.00041631973355537054
373,йт,1,6.938662225922843e-05
374,еб,17,0.0011795725784068832
375,"е
",4,0.0002775464890369137
376,"
а",5,0.0003469331112961421
377, Р,2,0.00013877324451845685
378,Рі,1,6.938662225922843e-05
379,зм,5,0.0003469331112961421
380,сю,7,0.00048570635581459895
381,З ,2,0.00013877324451845685
382,іг,5,0.0003469331112961421
383,г ,3,0.00020815986677768527
384,ед,12,0.0008326394671107411
385,ех,1,6.938662225922843e-05
386,ьк,19,0.00131834582292534
387,ву,9,0.0006244796003330558
388,ує,8,0.0005550929780738274
389,ум,16,0.0011101859561476548
390,нц,4,0.0002775464890369137
391,ця,11,0.0007632528448515126
392,гі,7,0.00048570635581459895
393,гл,11,0.0007632528448515126
394, Д,3,0.00020815986677768527
395,Де,2,0.00013877324451845685
396,ек,7,0.00048570635581459895
397,Ск,1,6.938662225922843e-05
398,бу,25,0.0017346655564807105
399,иш,12,0.0008326394671107411
400,вя,4,0.0002775464890369137
401,ян,3,0.00020815986677768527
402,яз,4,0.0002775464890369137
403,зи,5,0.0003469331112961421
404,юд,2,0.00013877324451845685
405,жд,2,0.00013877324451845685
406,кл,9,0.0006244796003330558
407,зк,3,0.00020815986677768527
408,ям,11,0.0007632528448515126
409,ащ,3,0.00020815986677768527
410,щу,1,6.938662225922843e-05
411, Щ,15,0.0010407993338884263
412,Що,11,0.0007632528448515126
413, є,4,0.0002775464890369137
414,ші,8,0.0005550929780738274
415,зл,6,0.00041631973355537054
416,іц,1,6.938662225922843e-05
417,яє,3,0.00020815986677768527
418,тв,7,0.00048570635581459895
419,зя,1,6.938662225922843e-05
420,чі,13,0.0009020260893699694
421, е,1,6.938662225922843e-05
422, Х,12,0.0008326394671107411
423,Хр,2,0.00013877324451845685
424,ув,10,0.0006938662225922842
425,вш,2,0.00013877324451845685
426, Ї,2,0.00013877324451845685
427,Їй,1,6.938662225922843e-05
428,дч,2,0.00013877324451845685
429,єї,6,0.00041631973355537054
430, Ц,1,6.938662225922843e-05
431,Ці,1,6.938662225922843e-05
432,цв,8,0.0005550929780738274
433,мя,6,0.00041631973355537054
434,хв,3,0.00020815986677768527
435,вк,2,0.00013877324451845685
436,ги,9,0.0006244796003330558
437,Сп,1,6.938662225922843e-05
438,уп,4,0.0002775464890369137
439,НІ,3,0.00020815986677768527
440,І ,18,0.0012489592006661116
441,зг,6,0.00041631973355537054
442,нІ,2,0.00013877324451845685
443,Ті,1,6.938662225922843e-05
444,ша,8,0.0005550929780738274
445,іп,3,0.00020815986677768527
446,хе,1,6.938662225922843e-05
447,зр,5,0.0003469331112961421
448,Як,8,0.0005550929780738274
449,дл,5,0.0003469331112961421
450,"є
",2,0.00013877324451845685
451, Б,1,6.938662225922843e-05
452,Бо,1,6.938662225922843e-05
453,Чи,4,0.0002775464890369137
454,Св,3,0.00020815986677768527
455,їй,11,0.0007632528448515126
456,аш,15,0.0010407993338884263
457,шк,2,0.00013877324451845685
458,Мe,1,6.938662225922843e-05
459,eн,1,6.938662225922843e-05
460,ях,3,0.00020815986677768527
461,вт,10,0.0006938662225922842
462,яг,6,0.00041631973355537054
463,еї,3,0.00020815986677768527
464,ег,8,0.0005550929780738274
465,гш,6,0.00041631973355537054
466,Хх,1,6.938662225922843e-05
467,"у
",4,0.0002775464890369137
468,"
О",1,6.938662225922843e-05
469,Од,2,0.00013877324451845685
470,ще,5,0.0003469331112961421
471,из,1,6.938662225922843e-05
472,зе,5,0.0003469331112961421
473,єд,2,0.00013877324451845685
474, І,9,0.0006244796003330558
475,вд,5,0.0003469331112961421
476,иц,6,0.00041631973355537054
477,іб,13,0.0009020260893699694
478,бн,8,0.0005550929780738274
479,"а
",7,0.00048570635581459895
480,"
Щ",1,6.938662225922843e-05
481,рю,5,0.0003469331112961421
482,юк,1,6.938662225922843e-05
483,Кі,1,6.938662225922843e-05
484,сц,1,6.938662225922843e-05
485,дз,2,0.00013877324451845685
486,др,10,0.0006938662225922842
487,уж,11,0.0007632528448515126
488,То,1,6.938662225922843e-05
489,Ка,2,0.00013877324451845685
490,рб,2,0.00013877324451845685
491,ж ,12,0.0008326394671107411
492,юб,2,0.00013877324451845685
493,Ол,5,0.0003469331112961421
494,До,1,6.938662225922843e-05
495,"
І",2,0.00013877324451845685
496,ой,4,0.0002775464890369137
497,иг,3,0.00020815986677768527
498,юч,3,0.00020815986677768527
499,см,9,0.0006244796003330558
500,Ку,1,6.938662225922843e-05
501,кт,4,0.0002775464890369137
502,йд,4,0.0002775464890369137
503,ВІ,1,6.938662225922843e-05
504,Ін,1,6.938662225922843e-05
505,н ,13,0.0009020260893699694
506,"
В",5,0.0003469331112961421
507,Вж,1,6.938662225922843e-05
508, Л,1,6.938662225922843e-05
509,Ла,1,6.938662225922843e-05
510,іщ,1,6.938662225922843e-05
511,щи,2,0.00013877324451845685
512,вл,11,0.0007632528448515126
513,яю,2,0.00013877324451845685
514,ьб,1,6.938662225922843e-05
515,нт,5,0.0003469331112961421
516,"и
",8,0.0005550929780738274
517,"
С",2,0.00013877324451845685
518,Ст,2,0.00013877324451845685
519,аг,5,0.0003469331112961421
520,В ,3,0.00020815986677768527
521,Су,1,6.938662225922843e-05
522,мл,4,0.0002775464890369137
523, Г,6,0.00041631973355537054
524,Го,4,0.0002775464890369137
525,мк,2,0.00013877324451845685
526,Пр,1,6.938662225922843e-05
527,дц,2,0.00013877324451845685
528,Хт,3,0.00020815986677768527
529,Гі,1,6.938662225922843e-05
530,хі,4,0.0002775464890369137
531,вп,2,0.00013877324451845685
532,йс,1,6.938662225922843e-05
533,гк,3,0.00020815986677768527
534,жо,6,0.00041631973355537054
535,Нe,2,0.00013877324451845685
536,e ,11,0.0007632528448515126
537,хл,2,0.00013877324451845685
538,"о
",5,0.0003469331112961421
539,"
Г",1,6.938662225922843e-05
540,сІ,2,0.00013877324451845685
541,ьй,1,6.938662225922843e-05
542,"
К",2,0.00013877324451845685
543,зу,7,0.00048570635581459895
544,кщ,1,6.938662225922843e-05
545,рп,1,6.938662225922843e-05
546,ип,7,0.00048570635581459895
547,ьц,1,6.938662225922843e-05
548,иж,1,6.938662225922843e-05
549,оф,1,6.938662225922843e-05
550,фи,1,6.938662225922843e-05
551,"
З",1,6.938662225922843e-05
552,Зп,1,6.938662225922843e-05
553,Ві,5,0.0003469331112961421
554,іє,2,0.00013877324451845685
555,Пе,1,6.938662225922843e-05
556,Ір,1,6.938662225922843e-05
557,рe,1,6.938662225922843e-05
558,дт,1,6.938662225922843e-05
559,ш ,3,0.00020815986677768527
560,шо,5,0.0003469331112961421
561,"я
",2,0.00013877324451845685
562,"
Д",1,6.938662225922843e-05
563,Дв,1,6.938662225922843e-05
564,пн,1,6.938662225922843e-05
565,вх,1,6.938662225922843e-05
566,Хо,1,6.938662225922843e-05
567,ош,1,6.938662225922843e-05
568,Не,4,0.0002775464890369137
569,дх,1,6.938662225922843e-05
570,їт,2,0.00013877324451845685
571,ії,1,6.938662225922843e-05
572,"
П",3,0.00020815986677768527
573,Га,1,6.938662225922843e-05
574,Її,1,6.938662225922843e-05
575,сс,1,6.938662225922843e-05
576,жм,1,6.938662225922843e-05
577,Вс,2,0.00013877324451845685
578,сe,6,0.00041631973355537054
579,чя,1,6.938662225922843e-05
580,зх,1,6.938662225922843e-05
581,хр,1,6.938662225922843e-05
582,шн,6,0.00041631973355537054
583,нe,2,0.00013877324451845685
584,Ще,5,0.0003469331112961421
585,с ,2,0.00013877324451845685
586, А,3,0.00020815986677768527
587,А ,1,6.938662225922843e-05
588,іх,2,0.00013877324451845685
589,уз,3,0.00020815986677768527
590,вр,3,0.00020815986677768527
591,еш,2,0.00013877324451845685
592,шт,2,0.00013877324451845685
593,"
М",2,0.00013877324451845685
594,ищ,1,6.938662225922843e-05
595,зз,1,6.938662225922843e-05
596,йк,1,6.938662225922843e-05
597,ею,3,0.00020815986677768527
598,аа,1,6.938662225922843e-05
599,"
Ч",1,6.938662225922843e-05
600,хш,1,6.938662225922843e-05
601,Ал,1,6.938662225922843e-05
602,ія,2,0.00013877324451845685
603,"
Х",2,0.00013877324451845685
604,Хі,6,0.00041631973355537054
605,жл,1,6.938662225922843e-05
606,дм,1,6.938662225922843e-05
607, Є,1,6.938662225922843e-05
608,Єс,1,6.938662225922843e-05
609,вб,1,6.938662225922843e-05
610,ощ,1,6.938662225922843e-05
611,ща,2,0.00013877324451845685
612,"і
",2,0.00013877324451845685
613,"
Р",1,6.938662225922843e-05
614,Ра,1,6.938662225922843e-05
615,"
Н",2,0.00013877324451845685
616,Но,1,6.938662225922843e-05
617,мч,1,6.938662225922843e-05
618,ао,1,6.938662225922843e-05
619,п ,1,6.938662225922843e-05
620,бю,1,6.938662225922843e-05
621,вe,1,6.938662225922843e-05
622,eр,1,6.938662225922843e-05
623,рІ,1,6.938662225922843e-05
624,Аж,1,6.938662225922843e-05
625,Ну,2,0.00013877324451845685
626, ю,1,6.938662225922843e-05
627,оц,2,0.00013877324451845685
628,Ха,1,6.938662225922843e-05
629,ню,1,6.938662225922843e-05
630,чц,2,0.00013877324451845685
631,Сл,2,0.00013877324451845685
632,бк,2,0.00013877324451845685
633,ял,7,0.00048570635581459895
634,мб,1,6.938662225922843e-05
635,яш,1,6.938662225922843e-05
636,шц,2,0.00013877324451845685
637,рс,1,6.938662225922843e-05
638,іа,2,0.00013877324451845685
639,ьм,1,6.938662225922843e-05
640,Ох,1,6.938662225922843e-05
641,ьш,1,6.938662225922843e-05
642,Ге,1,6.938662225922843e-05
643,ге,1,6.938662225922843e-05
644,"
Ц",1,6.938662225922843e-05
645,Цв,1,6.938662225922843e-05
646,яб,5,0.0003469331112961421
647,Со,1,6.938662225922843e-05
648,Пт,1,6.938662225922843e-05
649,кв,2,0.00013877324451845685
650,Ро,1,6.938662225922843e-05
651,бс,1,6.938662225922843e-05
652,"х
",1,6.938662225922843e-05
653, Ф,1,6.938662225922843e-05
654,Фа,2,0.00013877324451845685
655,пш,1,6.938662225922843e-05
656,"ю
",1,6.938662225922843e-05
657,"
Ф",1,6.938662225922843e-05
658,пя,1,6.938662225922843e-05
659,вв,1,6.938662225922843e-05
660,Ви,1,6.938662225922843e-05
661,Ми,1,6.938662225922843e-05
662,бд,1,6.938662225922843e-05
663,Кр,1,6.938662225922843e-05
664,"р
",1,6.938662225922843e-05
665,"к
",1,6.938662225922843e-05
666,рч,1,6.938662225922843e-05
667,нд,1,6.938662225922843e-05
668,дс,1,6.938662225922843e-05
669,"ї
",2,0.00013877324451845685
670,рш,1,6.938662225922843e-05
671,"
т",1,6.938662225922843e-05
672,пч,1,6.938662225922843e-05
673,Тр,1,6.938662225922843e-05
674,мт,1,6.938662225922843e-05
675,бх,1,6.938662225922843e-05
676,рг,1,6.938662225922843e-05
677,мс,1,6.938662225922843e-05
678,дб,1,6.938662225922843e-05
679,"м
",1,6.938662225922843e-05
680,"й
",1,6.938662225922843e-05
681,єш,2,0.00013877324451845685
682,"л
",1,6.938662225922843e-05
683,шс,1,6.938662225922843e-05
684,"
",1,6.938662225922843e-05
