,Trigram,Count,Frequency
205,кий,8,0.0005550929780738274
206,ий ,32,0.0022203719122953097
207,й я,3,0.00020815986677768527
208, як,48,0.0033305578684429643
209,як ,33,0.002289758534554538
210,к н,3,0.00020815986677768527
211, на,68,0.004718290313627533
212,нас,7,0.00048570635581459895
213,аст,9,0.0006244796003330558
214,стр,12,0.0008326394671107411
215,тро,2,0.00013877324451845685
216,роє,1,6.938662225922843e-05
217,оєн,1,6.938662225922843e-05
218,єна,1,6.938662225922843e-05
219,а а,2,0.00013877324451845685
220, ар,1,6.938662225922843e-05
221,арф,1,6.938662225922843e-05
222,рфа,1,6.938662225922843e-05
223,фа ,1,6.938662225922843e-05
224,а щ,6,0.00041631973355537054
225,о г,7,0.00048570635581459895
226, гу,2,0.00013877324451845685
227,гуч,1,6.938662225922843e-05
228,учи,3,0.00020815986677768527
229,чит,8,0.0005550929780738274
230,ить,45,0.0031223980016652788
231,ть ,85,0.005897862892034416
232,ь с,17,0.0011795725784068832
233, ст,33,0.002289758534554538
234,тру,5,0.0003469331112961421
235,рун,2,0.00013877324451845685
236,уна,2,0.00013877324451845685
237,нам,3,0.00020815986677768527
238,ами,15,0.0010407993338884263
239,ми ,44,0.0030530113794060504
240,и о,6,0.00041631973355537054
241,д к,2,0.00013877324451845685
242, ко,17,0.0011795725784068832
243,кож,2,0.00013877324451845685
244,ожн,2,0.00013877324451845685
245,жно,2,0.00013877324451845685
246,о р,9,0.0006244796003330558
247, ру,15,0.0010407993338884263
248,рух,2,0.00013877324451845685
249,уху,2,0.00013877324451845685
250,ові,14,0.0009714127116291979
251,віт,30,0.0020815986677768525
252,ітр,6,0.00041631973355537054
253,тря,7,0.00048570635581459895
254,ря ,10,0.0006938662225922842
255,я М,1,6.938662225922843e-05
256, Мо,5,0.0003469331112961421
257,Моя,3,0.00020815986677768527
258,я л,2,0.00013877324451845685
259, ла,5,0.0003469331112961421
260,лам,5,0.0003469331112961421
261,амп,3,0.00020815986677768527
262,мпа,2,0.00013877324451845685
263,па ,3,0.00020815986677768527
264,а п,21,0.0014571190674437969
265, пі,16,0.0011101859561476548
266,під,15,0.0010407993338884263
267,ід ,10,0.0006938662225922842
268,д ш,1,6.938662225922843e-05
269, ши,4,0.0002775464890369137
270,шир,1,6.938662225922843e-05
271,иро,6,0.00041631973355537054
272,рок,5,0.0003469331112961421
273,оки,5,0.0003469331112961421
274,ким,11,0.0007632528448515126
275,им ,26,0.0018040521787399389
276,м к,3,0.00020815986677768527
277,кар,8,0.0005550929780738274
278,арт,3,0.00020815986677768527
279,рто,1,6.938662225922843e-05
280,тон,2,0.00013877324451845685
281,оно,14,0.0009714127116291979
282,нов,6,0.00041631973355537054
283,ови,6,0.00041631973355537054
284,вим,4,0.0002775464890369137
285,м а,2,0.00013877324451845685
286, аб,3,0.00020815986677768527
287,аба,1,6.938662225922843e-05
288,баж,1,6.938662225922843e-05
289,ажу,3,0.00020815986677768527
290,жур,1,6.938662225922843e-05
291,уро,1,6.938662225922843e-05
292,ром,4,0.0002775464890369137
293,м д,5,0.0003469331112961421
294,діл,1,6.938662225922843e-05
295,іли,7,0.00048570635581459895
296,лит,3,0.00020815986677768527
297,ь х,4,0.0002775464890369137
298, ха,21,0.0014571190674437969
299,хат,27,0.0018734388009991674
300,ату,9,0.0006244796003330558
301,а д,14,0.0009714127116291979
302,два,2,0.00013877324451845685
303,ва ,9,0.0006244796003330558
304,ове,4,0.0002775464890369137
305,ерх,1,6.938662225922843e-05
306,рхи,1,6.938662225922843e-05
307,хи ,3,0.00020815986677768527
308,и  ,2,0.00013877324451845685
309,  в,1,6.938662225922843e-05
310, вг,2,0.00013877324451845685
311,вго,2,0.00013877324451845685
312,гор,13,0.0009020260893699694
313,орі,3,0.00020815986677768527
314,і т,16,0.0011101859561476548
315, те,25,0.0017346655564807105
316,тем,3,0.00020815986677768527
317,емн,3,0.00020815986677768527
318,мни,2,0.00013877324451845685
319,ний,15,0.0010407993338884263
320,й п,11,0.0007632528448515126
321,пох,1,6.938662225922843e-05
322,охм,1,6.938662225922843e-05
323,хму,1,6.938662225922843e-05
324,мур,2,0.00013877324451845685
325,ури,1,6.938662225922843e-05
326,рий,2,0.00013877324451845685
327,й в,6,0.00041631973355537054
328, ва,5,0.0003469331112961421
329,важ,4,0.0002775464890369137
330,ажк,1,6.938662225922843e-05
331,жки,1,6.938662225922843e-05
332,д н,5,0.0003469331112961421
333, ни,8,0.0005550929780738274
334,ним,20,0.0013877324451845685
335,м  ,1,6.938662225922843e-05
336,  з,1,6.938662225922843e-05
337, за,55,0.0038162642242575632
338,зал,3,0.00020815986677768527
339,али,8,0.0005550929780738274
340,тий,1,6.938662225922843e-05
341,сві,16,0.0011101859561476548
342,ітл,7,0.00048570635581459895
343,тло,5,0.0003469331112961421
344,лом,2,0.00013877324451845685
345,м і,9,0.0006244796003330558
346, із,8,0.0005550929780738274
347,із ,9,0.0006244796003330558
348,з я,1,6.938662225922843e-05
349, яс,1,6.938662225922843e-05
350,ясн,1,6.938662225922843e-05
351,сни,1,6.938662225922843e-05
352,ими,23,0.0015958923119622536
353,и б,12,0.0008326394671107411
354, бл,10,0.0006938662225922842
355,бли,11,0.0007632528448515126
356,лис,11,0.0007632528448515126
357,иск,8,0.0005550929780738274
358,ска,6,0.00041631973355537054
359,кам,6,0.00041631973355537054
360,и і,9,0.0006244796003330558
361, і ,57,0.00395503746877602
362,і з,20,0.0013877324451845685
363,з с,7,0.00048570635581459895
364, сі,5,0.0003469331112961421
365,сіт,1,6.938662225922843e-05
366,ітк,4,0.0002775464890369137
367,тко,4,0.0002775464890369137
368,кою,9,0.0006244796003330558
369,ю т,4,0.0002775464890369137
370, ті,18,0.0012489592006661116
371,тін,7,0.00048570635581459895
372,ней,1,6.938662225922843e-05
373,ей ,6,0.00041631973355537054
374,й П,1,6.938662225922843e-05
375, По,2,0.00013877324451845685
376,Пос,2,0.00013877324451845685
377,осл,3,0.00020815986677768527
378,сла,4,0.0002775464890369137
379,лан,1,6.938662225922843e-05
380,ана,4,0.0002775464890369137
381,а н,20,0.0013877324451845685
382,а к,3,0.00020815986677768527
383, ку,12,0.0008326394671107411
384,куш,1,6.938662225922843e-05
385,шет,1,6.938662225922843e-05
386,етц,1,6.938662225922843e-05
387,тці,1,6.938662225922843e-05
388,ці ,6,0.00041631973355537054
389,і й,8,0.0005550929780738274
390, й ,30,0.0020815986677768525
391,й н,11,0.0007632528448515126
392,ето,1,6.938662225922843e-05
393,тор,5,0.0003469331112961421
394,орк,1,6.938662225922843e-05
395,рка,2,0.00013877324451845685
396,кан,2,0.00013877324451845685
397,пос,4,0.0002775464890369137
398,ост,9,0.0006244796003330558
399,сті,5,0.0003469331112961421
400,тіл,15,0.0010407993338884263
401,ль ,4,0.0002775464890369137
402,ь о,6,0.00041631973355537054
403, ос,5,0.0003469331112961421
404,осо,1,6.938662225922843e-05
405,обл,3,0.00020815986677768527
406,лив,12,0.0008326394671107411
407,иво,8,0.0005550929780738274
408,во ,7,0.00048570635581459895
409,ріж,1,6.938662225922843e-05
410,іже,1,6.938662225922843e-05
411,е о,5,0.0003469331112961421
412, ок,1,6.938662225922843e-05
413,око,6,0.00041631973355537054
414,ко ,16,0.0011101859561476548
415,о З,1,6.938662225922843e-05
416, За,2,0.00013877324451845685
417,За ,2,0.00013877324451845685
418,а ч,3,0.00020815986677768527
419, чо,12,0.0008326394671107411
420,чор,9,0.0006244796003330558
421,орн,7,0.00048570635581459895
422,рни,5,0.0003469331112961421
423,и в,15,0.0010407993338884263
424,вік,7,0.00048570635581459895
425,ікн,6,0.00041631973355537054
426,кна,2,0.00013877324451845685
427,и л,4,0.0002775464890369137
428, ле,9,0.0006244796003330558
429,леж,5,0.0003469331112961421
430,ежи,8,0.0005550929780738274
431,жит,15,0.0010407993338884263
432,іт ,5,0.0003469331112961421
433,т з,3,0.00020815986677768527
434,зат,3,0.00020815986677768527
435,ато,6,0.00041631973355537054
436,топ,1,6.938662225922843e-05
437,опл,2,0.00013877324451845685
438,пле,2,0.00013877324451845685
439,лен,18,0.0012489592006661116
440,ени,6,0.00041631973355537054
441,ічч,2,0.00013877324451845685
442,ччю,2,0.00013877324451845685
443,чю ,2,0.00013877324451845685
444,ю а,2,0.00013877324451845685
445, а ,21,0.0014571190674437969
446,а м,15,0.0010407993338884263
447,я х,5,0.0003469331112961421
448,ата,9,0.0006244796003330558
449,та ,6,0.00041631973355537054
450,а з,11,0.0007632528448515126
451,я м,11,0.0007632528448515126
452, ме,56,0.0038856508465167916
453,мен,51,0.0035387177352206494
454,ені,35,0.0024285317790729948
455,і к,9,0.0006244796003330558
456,каю,4,0.0002775464890369137
457,ают,13,0.0009020260893699694
458,юто,1,6.938662225922843e-05
459,тою,1,6.938662225922843e-05
460,ю к,2,0.00013877324451845685
461,кор,3,0.00020815986677768527
462,ора,2,0.00013877324451845685
463,раб,1,6.938662225922843e-05
464,абл,3,0.00020815986677768527
465,бля,3,0.00020815986677768527
466,ля ,3,0.00020815986677768527
467,я щ,6,0.00041631973355537054
468, пл,8,0.0005550929780738274
469,пли,1,6.938662225922843e-05
470,иве,5,0.0003469331112961421
471,ве ,8,0.0005550929780738274
472,е д,6,0.00041631973355537054
473, де,11,0.0007632528448515126
474,дес,1,6.938662225922843e-05
475,ь у,14,0.0009714127116291979
476,нев,6,0.00041631973355537054
477,еві,3,0.00020815986677768527
478,ідо,3,0.00020815986677768527
479,дом,6,0.00041631973355537054
480,омо,3,0.00020815986677768527
481,мом,4,0.0002775464890369137
482,рно,1,6.938662225922843e-05
483,ном,5,0.0003469331112961421
484,у м,14,0.0009714127116291979
485,мор,4,0.0002775464890369137
486,і р,8,0.0005550929780738274
487, ра,15,0.0010407993338884263
488,раз,5,0.0003469331112961421
489,азо,1,6.938662225922843e-05
490,зом,1,6.938662225922843e-05
491,м з,3,0.00020815986677768527
492, зо,5,0.0003469331112961421
493,зо ,2,0.00013877324451845685
494,о м,14,0.0009714127116291979
495, мн,4,0.0002775464890369137
496,мно,5,0.0003469331112961421
497,ною,7,0.00048570635581459895
498,ю з,1,6.938662225922843e-05
499,з м,4,0.0002775464890369137
500,моє,11,0.0007632528448515126
501,оєю,1,6.938662225922843e-05
502,єю ,1,6.938662225922843e-05
503, ту,4,0.0002775464890369137
504,туг,1,6.938662225922843e-05
505,уго,2,0.00013877324451845685
506,гою,1,6.938662225922843e-05
507,ю і,4,0.0002775464890369137
508,мої,17,0.0011795725784068832
509,оїм,6,0.00041631973355537054
510,їм ,4,0.0002775464890369137
511,м ж,4,0.0002775464890369137
512, жа,6,0.00041631973355537054
513,жах,2,0.00013877324451845685
514,ахо,2,0.00013877324451845685
515,хом,3,0.00020815986677768527
516,м М,1,6.938662225922843e-05
517, Ме,2,0.00013877324451845685
518,Мен,2,0.00013877324451845685
519,і д,8,0.0005550929780738274
520,див,14,0.0009714127116291979
521,ивн,4,0.0002775464890369137
522,вно,5,0.0003469331112961421
523,о щ,3,0.00020815986677768527
524,о я,17,0.0011795725784068832
525,я у,1,6.938662225922843e-05
526, ус,10,0.0006938662225922842
527,усе,3,0.00020815986677768527
528,се ,25,0.0017346655564807105
529,е п,18,0.0012489592006661116
530,пом,7,0.00048570635581459895
531,омі,8,0.0005550929780738274
532,міч,3,0.00020815986677768527
533,іча,2,0.00013877324451845685
534,чаю,3,0.00020815986677768527
535,аю ,29,0.002012212045517624
536,ю х,6,0.00041631973355537054
537,хоч,4,0.0002775464890369137
538,оч ,1,6.938662225922843e-05
539,ч г,1,6.938662225922843e-05
540, го,32,0.0022203719122953097
541,оре,3,0.00020815986677768527
542,ре ,3,0.00020815986677768527
543,е з,25,0.0017346655564807105
544,заб,13,0.0009020260893699694
545,абр,2,0.00013877324451845685
546,бра,4,0.0002775464890369137
547,рал,3,0.00020815986677768527
548,ало,14,0.0009714127116291979
549,ло ,27,0.0018734388009991674
550,ене,17,0.0011795725784068832
551,е ц,1,6.938662225922843e-05
552, ці,7,0.00048570635581459895
553,ціл,8,0.0005550929780738274
554,ілк,2,0.00013877324451845685
555,лко,3,0.00020815986677768527
556,ком,11,0.0007632528448515126
557,м п,4,0.0002775464890369137
558,пол,6,0.00041631973355537054
559,оло,34,0.0023591451568137664
560,лон,2,0.00013877324451845685
561,они,10,0.0006938662225922842
562,нил,2,0.00013877324451845685
563,ило,5,0.0003469331112961421
564,о Я,4,0.0002775464890369137
565,нав,5,0.0003469331112961421
566,аві,5,0.0003469331112961421
567,іть,4,0.0002775464890369137
568,ь п,16,0.0011101859561476548
569,про,26,0.0018040521787399389
570,рох,4,0.0002775464890369137
571,охо,1,6.938662225922843e-05
572,одя,2,0.00013877324451845685
573,дяч,1,6.938662225922843e-05
574,ячи,3,0.00020815986677768527
575,чи ,3,0.00020815986677768527
576,и п,10,0.0006938662225922842
577,овз,1,6.938662225922843e-05
578,вз ,1,6.938662225922843e-05
579,іл ,2,0.00013877324451845685
580,л п,1,6.938662225922843e-05
581,поп,1,6.938662225922843e-05
582,опр,2,0.00013877324451845685
583,пра,5,0.0003469331112961421
584,рав,8,0.0005550929780738274
585,ави,2,0.00013877324451845685
586,вив,3,0.00020815986677768527
587,в ф,1,6.938662225922843e-05
588, фо,1,6.938662225922843e-05
589,фот,1,6.938662225922843e-05
590,ото,4,0.0002775464890369137
591,огр,1,6.938662225922843e-05
592,гра,3,0.00020815986677768527
593,раф,1,6.938662225922843e-05
594,афі,1,6.938662225922843e-05
595,фію,1,6.938662225922843e-05
596,ію ,4,0.0002775464890369137
597,ю О,2,0.00013877324451845685
598, О ,1,6.938662225922843e-05
599,О Т,1,6.938662225922843e-05
600, Те,1,6.938662225922843e-05
601,Теп,1,6.938662225922843e-05
602,епе,8,0.0005550929780738274
603,пер,16,0.0011101859561476548
604,ер ,8,0.0005550929780738274
605,р с,1,6.938662225922843e-05
606, си,8,0.0005550929780738274
607,сим,2,0.00013877324451845685
608,име,1,6.938662225922843e-05
609,мет,2,0.00013877324451845685
610,етр,1,6.938662225922843e-05
611,три,6,0.00041631973355537054
612,ичн,2,0.00013877324451845685
613,чно,3,0.00020815986677768527
614,о а,4,0.0002775464890369137
615,а с,14,0.0009714127116291979
616,ст ,7,0.00048570635581459895
617,т н,1,6.938662225922843e-05
618,е в,20,0.0013877324451845685
619,вга,1,6.938662225922843e-05
620,гав,1,6.938662225922843e-05
621,ава,1,6.938662225922843e-05
622,ває,8,0.0005550929780738274
623,є Я,1,6.938662225922843e-05
624,Я й,2,0.00013877324451845685
625, йо,10,0.0006938662225922842
626,йог,9,0.0006244796003330558
627,о ч,6,0.00041631973355537054
628,чую,9,0.0006244796003330558
629,ую ,14,0.0009714127116291979
630,ю й,5,0.0003469331112961421
631,й к,5,0.0003469331112961421
632, кр,23,0.0015958923119622536
633,крі,9,0.0006244796003330558
634,різ,9,0.0006244796003330558
635,ізь,7,0.00048570635581459895
636,зь ,7,0.00048570635581459895
637,ь з,6,0.00041631973355537054
638,зач,1,6.938662225922843e-05
639,ачи,2,0.00013877324451845685
640,ине,3,0.00020815986677768527
641,нен,5,0.0003469331112961421
642,і Я,3,0.00020815986677768527
643,іду,1,6.938662225922843e-05
644,ду ,10,0.0006938662225922842
645,у д,9,0.0006244796003330558
646, до,26,0.0018040521787399389
647,до ,13,0.0009020260893699694
648,і Ч,2,0.00013877324451845685
649, Чо,4,0.0002775464890369137
650,Чог,3,0.00020815986677768527
651,й т,6,0.00041631973355537054
652, та,26,0.0018040521787399389
653,так,22,0.0015265056897030252
654,ак ,14,0.0009714127116291979
655,к б,4,0.0002775464890369137
656, ба,15,0.0010407993338884263
657,бач,13,0.0009020260893699694
658,ачу,14,0.0009714127116291979
659,чу ,16,0.0011101859561476548
660, вс,21,0.0014571190674437969
661,все,10,0.0006938662225922842
662,е б,10,0.0006938662225922842
663,у с,17,0.0011795725784068832
664,вою,5,0.0003469331112961421
665,ю д,5,0.0003469331112961421
666,дів,2,0.00013877324451845685
667,івч,1,6.938662225922843e-05
668,вчи,3,0.00020815986677768527
669,инк,1,6.938662225922843e-05
670,нку,11,0.0007632528448515126
671,ку ,27,0.0018734388009991674
672,у ї,3,0.00020815986677768527
673, її,21,0.0014571190674437969
674,її ,21,0.0014571190674437969
675,ї г,5,0.0003469331112961421
676,гол,14,0.0009714127116291979
677,олі,5,0.0003469331112961421
678,лі ,7,0.00048570635581459895
679,руч,5,0.0003469331112961421
680,учк,3,0.00020815986677768527
681,чки,7,0.00048570635581459895
682,ки ,34,0.0023591451568137664
683,и н,18,0.0012489592006661116
684,а р,8,0.0005550929780738274
685, ря,5,0.0003469331112961421
686,ряд,4,0.0002775464890369137
687,ядн,4,0.0002775464890369137
688,дні,5,0.0003469331112961421
689,і б,8,0.0005550929780738274
690,к х,2,0.00013877324451845685
691,дят,1,6.938662225922843e-05
692,ять,8,0.0005550929780738274
693,д р,3,0.00020815986677768527
694,дно,8,0.0005550929780738274
695,м ї,1,6.938662225922843e-05
696, гр,17,0.0011795725784068832
697,гру,11,0.0007632528448515126
698,руд,9,0.0006244796003330558
699,уди,7,0.00048570635581459895
700,ди ,11,0.0007632528448515126
701,и я,11,0.0007632528448515126
702,к в,8,0.0005550929780738274
703, во,35,0.0024285317790729948
704,вон,28,0.0019428254232583958
705,она,23,0.0015958923119622536
706, ро,22,0.0015265056897030252
707,роз,19,0.00131834582292534
708,озт,1,6.938662225922843e-05
709,зту,1,6.938662225922843e-05
710,тул,1,6.938662225922843e-05
711,улю,2,0.00013877324451845685
712,лює,2,0.00013877324451845685
713,ює ,2,0.00013877324451845685
714,є с,7,0.00048570635581459895
715,спе,3,0.00020815986677768527
716,печ,2,0.00013877324451845685
717,ече,3,0.00020815986677768527
718,чен,4,0.0002775464890369137
719,і г,8,0.0005550929780738274
720,губ,1,6.938662225922843e-05
721,уби,3,0.00020815986677768527
722,би ,3,0.00020815986677768527
723,и й,6,0.00041631973355537054
724,й л,5,0.0003469331112961421
725, ло,4,0.0002775464890369137
726,лов,16,0.0011101859561476548
727,вит,9,0.0006244796003330558
728,я О,2,0.00013877324451845685
729, От,1,6.938662225922843e-05
730,Оте,1,6.938662225922843e-05
731,те ,17,0.0011795725784068832
732, ма,13,0.0009020260893699694
733,мал,6,0.00041631973355537054
734,але,13,0.0009020260893699694
735,ле ,9,0.0006244796003330558
736, зв,7,0.00048570635581459895
737,зви,3,0.00020815986677768527
738,вич,3,0.00020815986677768527
739,ича,4,0.0002775464890369137
740,чай,3,0.00020815986677768527
741,айн,3,0.00020815986677768527
742,йно,4,0.0002775464890369137
743,о т,16,0.0011101859561476548
744,аке,3,0.00020815986677768527
745,ке ,10,0.0006938662225922842
746,дик,3,0.00020815986677768527
747,ике,3,0.00020815986677768527
748,теп,12,0.0008326394671107411
749,р о,1,6.938662225922843e-05
750, об,13,0.0009020260893699694
751,обі,9,0.0006244796003330558
752,бій,4,0.0002775464890369137
753,ійм,5,0.0003469331112961421
754,йма,5,0.0003469331112961421
755,має,6,0.00041631973355537054
756,є п,3,0.00020815986677768527
757, пу,3,0.00020815986677768527
758,пух,2,0.00013877324451845685
759,ухк,2,0.00013877324451845685
760,хки,2,0.00013877324451845685
761,и р,5,0.0003469331112961421
762,еня,5,0.0003469331112961421
763,нят,5,0.0003469331112961421
764,ята,2,0.00013877324451845685
765,там,3,0.00020815986677768527
766,и ш,1,6.938662225922843e-05
767,шию,3,0.00020815986677768527
768,ию ,3,0.00020815986677768527
769,ю л,2,0.00013877324451845685
770, лі,10,0.0006938662225922842
771,лік,5,0.0003469331112961421
772,іка,7,0.00048570635581459895
773,аря,4,0.0002775464890369137
774,я й,4,0.0002775464890369137
775, са,11,0.0007632528448515126
776,сам,9,0.0006244796003330558
777,амо,6,0.00041631973355537054
778,мо ,4,0.0002775464890369137
779,о о,4,0.0002775464890369137
780,одк,2,0.00013877324451845685
781,дкр,1,6.938662225922843e-05
782,кри,14,0.0009714127116291979
783,рив,9,0.0006244796003330558
784,ива,12,0.0008326394671107411
785,є р,2,0.00013877324451845685
786,рот,8,0.0005550929780738274
787,ота,3,0.00020815986677768527
788,а Т,1,6.938662225922843e-05
789,Так,2,0.00013877324451845685
790,пок,9,0.0006244796003330558
791,окі,6,0.00041631973355537054
792,кір,2,0.00013877324451845685
793,ірл,2,0.00013877324451845685
794,рли,3,0.00020815986677768527
795,р к,1,6.938662225922843e-05
796,кот,2,0.00013877324451845685
797,оте,7,0.00048570635581459895
798,тен,3,0.00020815986677768527
799,ятк,2,0.00013877324451845685
800,о С,1,6.938662225922843e-05
801, Се,3,0.00020815986677768527
802,Се ,3,0.00020815986677768527
803,кра,3,0.00020815986677768527
804, се,30,0.0020815986677768525
805,сер,13,0.0009020260893699694
806,ерц,9,0.0006244796003330558
